code,current,name,gender,function,category,organisation_code,organisation,organisation_long,disciplines,birth_date
1536406,TRUE,FRATINI Elisabetta,Female,Referee,J,ITA,Italy,Italy,['Judo'],
1550583,TRUE,ILIC Corina,Female,Referee,J,CRO,Croatia,Croatia,['Judo'],
1550593,TRUE,MAAFI Ziad,Male,Referee,J,ALG,Algeria,Algeria,['Judo'],
1550642,TRUE,FUMEA Maria,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550643,TRUE,LEUNG Li Li,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550645,TRUE,MIAO Zhongyi,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550646,TRUE,VALENZO AOKI Naomi Chieko,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550647,TRUE,AL HITMI Ali,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550648,TRUE,AL TABBAA Mouhammed Youssef,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550649,TRUE,CELEN Suat,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550650,TRUE,ESAWY Ehab,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550651,TRUE,YAGI KITAGAWA Tammy,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550652,TRUE,VALERIO Rogerio,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550653,TRUE,MOWBRAY Denis,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550654,TRUE,PEGAN Aljaz,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550655,TRUE,PENICHE FRANCO Alejandro,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550656,TRUE,PERRIERE Charles,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550657,TRUE,TAEYMANS Rosy,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1550662,TRUE,ACOSTA RODRIGUEZ Laura Patricia,Female,Judge,J,FIG,FIG,International Gymnastics Federation,['Rhythmic Gymnastics'],17-11-1964
1550672,TRUE,BEDOSHVILI Eliso,Female,Judge,J,GEO,Georgia,Georgia,['Rhythmic Gymnastics'],
1550674,TRUE,BOJAKOWSKI Konrad,Male,Judge,J,POL,Poland,Poland,['Trampoline Gymnastics'],
1550675,TRUE,BOUROVA Roumiana,Female,Judge,J,BEL,Belgium,Belgium,['Rhythmic Gymnastics'],
1550689,TRUE,DEUTSCH LAZSANYI Erika,Female,Judge,J,HUN,Hungary,Hungary,['Rhythmic Gymnastics'],
1550693,TRUE,FILIPSKY Rebecca,Female,Judge,J,AUT,Austria,Austria,['Trampoline Gymnastics'],
1550694,TRUE,GAIDA Viola,Female,Judge,J,GER,Germany,Germany,['Trampoline Gymnastics'],
1550695,TRUE,OLIVEIRA Joao,Male,Judge,J,POR,Portugal,Portugal,['Trampoline Gymnastics'],
1550700,TRUE,HALMU Delia,Female,Judge,J,AUS,Australia,Australia,['Rhythmic Gymnastics'],
1550707,TRUE,JONES Andrew,Male,Judge,J,GBR,Great Britain,Great Britain,['Trampoline Gymnastics'],
1550709,TRUE,KHOPERIA Rusudan,Female,Judge,J,GEO,Georgia,Georgia,['Trampoline Gymnastics'],
1550715,TRUE,LHER Catherine Marie Andree,Female,Judge,J,FRA,France,France,['Rhythmic Gymnastics'],
1550723,TRUE,MLEJNKOVA Blanka,Female,Judge,J,CZE,Czechia,Czechia,['Rhythmic Gymnastics'],
1550724,TRUE,MROZINSKA Anna,Female,Judge,J,POL,Poland,Poland,['Rhythmic Gymnastics'],
1550725,TRUE,NAVA ACEVES Paulina,Female,Judge,J,MEX,Mexico,Mexico,['Trampoline Gymnastics'],
1550729,TRUE,PAZOS SANCHEZ RUBIO Maria Inmacula.,Female,Judge,J,ESP,Spain,Spain,['Trampoline Gymnastics'],
1550730,TRUE,PITKANEN Saila,Female,Judge,J,FIN,Finland,Finland,['Rhythmic Gymnastics'],
1550736,TRUE,REHOROVA Martina,Female,Judge,J,CZE,Czechia,Czechia,['Trampoline Gymnastics'],
1550753,TRUE,SUZUKI Aoi,Female,Judge,J,JPN,Japan,Japan,['Rhythmic Gymnastics'],
1550762,TRUE,van WETERING Babette,Female,Judge,J,NED,Netherlands,Netherlands,['Trampoline Gymnastics'],
1550763,TRUE,VANGELOVA Mariya,Female,Judge,J,BUL,Bulgaria,Bulgaria,['Trampoline Gymnastics'],
1550776,TRUE,BEKTUROVA Alua,Female,Judge,J,KAZ,Kazakhstan,Kazakhstan,['Rhythmic Gymnastics'],
1557225,TRUE,STROOBANTS Marine,Female,Referee,J,BEL,Belgium,Belgium,['Judo'],
1560199,TRUE,FISCHER Matthias,Male,Referee,J,GER,Germany,Germany,['Judo'],
1560200,TRUE,LAMPE Nusa,Female,Referee,J,SLO,Slovenia,Slovenia,['Judo'],
1560201,TRUE,CHYURLIA Pasquale,Male,Referee,J,ITA,Italy,Italy,['Judo'],
1560211,TRUE,FREITAS Leandra,Female,Referee,J,POR,Portugal,Portugal,['Judo'],
1562036,TRUE,SHMAKOV Vladimir,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Judo'],
1562711,TRUE,MIGLIORINI Sergio,Male,Medical Delegate,J,ITA,Italy,Italy,['Triathlon'],
1563015,TRUE,BOUHEDDOU Mohamed,Male,Referee,J,FRA,France,France,['Judo'],
1563830,TRUE,SZOKE Andor,Male,Referee,J,HUN,Hungary,Hungary,['Judo'],
1563872,TRUE,GALEA Louisa,Female,Referee,J,MLT,Malta,Malta,['Judo'],
1563891,TRUE,BILIC Miroslav,Male,Referee,J,SLO,Slovenia,Slovenia,['Judo'],
1563909,TRUE,DELIU Denisa,Female,Referee,J,ROU,Romania,Romania,['Judo'],
1563980,TRUE,BEREGSZASZI Zita,Female,Referee,J,HUN,Hungary,Hungary,['Judo'],
1564197,TRUE,SANCHEZ del CAMPO Ana,Female,Jury Chair,J,WS,World Sailing,World Sailing,['Sailing'],
1564543,TRUE,WU Jingyu,Female,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1564544,TRUE,MAGABLEH Maher,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1564548,TRUE,KIM Song Chul,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1566303,TRUE,ANDERSEN Jacob,Male,Jury Member,J,DEN,Denmark,Denmark,['Sailing'],
1566308,TRUE,FERRANDIZ RUIZ Luis,Male,Jury Member,J,ESP,Spain,Spain,['Sailing'],
1566313,TRUE,NAPIER Jon,Male,Jury Member,J,GBR,Great Britain,Great Britain,['Sailing'],
1566318,TRUE,HEREDIA Gonzalo,Male,Jury Member,J,ARG,Argentina,Argentina,['Sailing'],
1566319,TRUE,YOVKOVA Iskra,Female,Jury Member,J,BUL,Bulgaria,Bulgaria,['Sailing'],
1566455,TRUE,BOROCZ Bence,Male,Jury Member,J,HUN,Hungary,Hungary,['Sailing'],
1566468,TRUE,JEONG Sungchul,Male,Jury Member,J,KOR,Korea,Republic of Korea,['Sailing'],
1566473,TRUE,GROSVENOR Sandy,Female,Jury Member,J,USA,United States,United States of America,['Sailing'],
1566474,TRUE,GUERRA Rodrigo,Male,Jury Member,J,URU,Uruguay,Uruguay,['Sailing'],
1566475,TRUE,LEWANDOWSKA Anastazja,Female,Jury Member,J,POL,Poland,Poland,['Sailing'],
1566476,TRUE,LINDSAY Chris,Male,Jury Member,J,IRL,Ireland,Ireland,['Sailing'],
1566480,TRUE,MOOKKEN Selvam,Male,Jury Member,J,SGP,Singapore,Singapore,['Sailing'],
1566482,TRUE,ORTENDAHL Christina,Female,Jury Member,J,SWE,Sweden,Sweden,['Sailing'],
1566488,TRUE,SCOTT Luke,Male,Jury Member,J,RSA,South Africa,South Africa,['Sailing'],
1566489,TRUE,STANIKIC Mina,Female,Jury Member,J,SRB,Serbia,Serbia,['Sailing'],
1570413,TRUE,D'URBANO Francesco Jacopo,Male,Judge,J,WSK,World Skate,World Skate,['Skateboarding'],
1571122,TRUE,ALSHATHRI A Rahman,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1571123,TRUE,KIM Nellia,Female,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1571124,TRUE,TITOV Vasilii,Male,Judge,J,FIG,FIG,International Gymnastics Federation,"['Artistic Gymnastics', 'Rhythmic Gymnastics', 'Trampoline Gymnastics']",
1571143,TRUE,ALIPRANDI Elena,Female,Judge,J,FIG,FIG,International Gymnastics Federation,['Rhythmic Gymnastics'],09-04-1975
1571146,TRUE,DRAGAS Spela,Female,Judge,J,SLO,Slovenia,Slovenia,['Rhythmic Gymnastics'],
1571149,TRUE,IEROMINA Nataliia,Female,Judge,J,UKR,Ukraine,Ukraine,['Rhythmic Gymnastics'],
1893012,TRUE,CHIARI Roberto,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1893016,TRUE,THOMSON Mike,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1893040,TRUE,DUPUCHE Crystal,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1893057,TRUE,VAQUERA Alejandro,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1893105,TRUE,SHAFAGHI Shahrad,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1893111,TRUE,KAUPPINEN Hannu,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1893239,TRUE,CASTRO Antonio,Male,Referee,J,CUB,Cuba,Cuba,['Judo'],
1893241,TRUE,MURADOV Abdullo,Male,Referee,J,UZB,Uzbekistan,Uzbekistan,['Judo'],
1894925,TRUE,AMANTINO Giseli,Female,Referee,J,BRA,Brazil,Brazil,['Beach Volleyball'],
1894929,TRUE,BOCK Stephen,Male,Referee,J,FIVB,FIVB,International Volleyball Federation,['Volleyball'],
1894942,TRUE,CARVALHO Rui Jorge,Male,Referee,J,POR,Portugal,Portugal,['Beach Volleyball'],
1894943,TRUE,HIEBERT Brian,Male,Referee,J,CAN,Canada,Canada,['Beach Volleyball'],
1894944,TRUE,RENE Karina,Female,Referee,J,ARG,Argentina,Argentina,['Volleyball'],
1894975,TRUE,CRESCENTINI Davide,Male,Referee,J,ITA,Italy,Italy,['Beach Volleyball'],
1894976,TRUE,SIMONOVIC Vladimir,Male,Referee,J,SUI,Switzerland,Switzerland,['Volleyball'],
1894978,TRUE,WANG Lijun,Female,Referee,J,CHN,China,People's Republic of China,['Beach Volleyball'],
1894979,TRUE,BEATIE Brigham,Male,Referee,J,USA,United States,United States of America,['Beach Volleyball'],
1895002,TRUE,SATOMI Mariko,Female,Referee,J,JPN,Japan,Japan,['Beach Volleyball'],
1895006,TRUE,SAAVEDRA CACERES Juan Carlos,Male,Referee,J,COL,Colombia,Colombia,['Beach Volleyball'],
1895007,TRUE,OZBAR Nurper,Female,Referee,J,TUR,Türkiye,Türkiye,['Volleyball'],
1895009,TRUE,IVANOV Ivaylo,Male,Referee,J,BUL,Bulgaria,Bulgaria,['Volleyball'],
1895011,TRUE,DRUART Sylvain,Male,Referee,J,FRA,France,France,['Beach Volleyball'],
1895012,TRUE,MYSZKOWSKA Agnieszka,Female,Referee,J,POL,Poland,Poland,['Beach Volleyball'],
1895013,TRUE,PAPADOGOULAS Charalampos,Male,Referee,J,GRE,Greece,Greece,['Beach Volleyball'],
1895017,TRUE,CESARE Stefano,Male,Referee,J,ITA,Italy,Italy,['Volleyball'],
1895018,TRUE,LEKO Robert,Male,Referee,J,SRB,Serbia,Serbia,['Beach Volleyball'],
1895019,TRUE,GUILLEMETTE Lucie,Female,Challenge Referee,J,CAN,Canada,Canada,['Beach Volleyball'],
1895020,TRUE,GRASS Angela,Female,Referee,J,BRA,Brazil,Brazil,['Volleyball'],
1895021,TRUE,KANDIL Wael,Male,Referee,J,EGY,Egypt,Egypt,['Volleyball'],
1895022,TRUE,BENNETT John,Male,Challenge Referee,J,AUS,Australia,Australia,['Beach Volleyball'],
1895023,TRUE,MOKRY Juraj,Male,Referee,J,SVK,Slovakia,Slovakia,['Volleyball'],
1895025,TRUE,COLLADOS Fabrice,Male,Referee,J,FRA,France,France,['Volleyball'],
1895026,TRUE,RAPISARDA Daniele,Male,Challenge Referee,J,ITA,Italy,Italy,['Volleyball'],
1895027,TRUE,BOUDAYA Taoufik,Male,Challenge Referee,J,TUN,Tunisia,Tunisia,['Volleyball'],
1895028,TRUE,ALROUSI ALHAMMADI Hamid Mohamed Ah.,Male,Referee,J,UAE,UA Emirates,United Arab Emirates,['Volleyball'],
1895031,TRUE,GEROTHODOROS Epaminondas,Male,Referee,J,GRE,Greece,Greece,['Volleyball'],
1895034,TRUE,SUMAVIL Osvaldo,Male,Referee,J,ARG,Argentina,Argentina,['Beach Volleyball'],
1895035,TRUE,BRONISZ Robert,Male,Challenge Referee,J,POL,Poland,Poland,['Beach Volleyball'],
1895037,TRUE,CESPEDES Denny,Male,Referee,J,DOM,Dominican Republic,Dominican Republic,['Volleyball'],
1895038,TRUE,DZIEWIRZ Scott,Male,Referee,J,CAN,Canada,Canada,['Volleyball'],
1895040,TRUE,PADRON Jose Maria,Male,Referee,J,ESP,Spain,Spain,['Beach Volleyball'],
1895042,TRUE,MAROSZEK Wojciech,Male,Referee,J,POL,Poland,Poland,['Volleyball'],
1895047,TRUE,MYOI Sumie,Female,Referee,J,JPN,Japan,Japan,['Volleyball'],
1895048,TRUE,MUKUNDIYUKURI Jean de Dieu,Male,Referee,J,RWA,Rwanda,Rwanda,['Beach Volleyball'],
1897318,TRUE,CSOSZ Imre,Male,Referee,J,HUN,Hungary,Hungary,['Judo'],
1898273,TRUE,HUNT Patrick,Male,Jury Member,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898633,TRUE,AL SHUWAILI Ahmed,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898640,TRUE,ANAYA Julio,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898648,TRUE,BAKI Kerem,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898669,TRUE,BARTEL Andres,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898675,TRUE,BATISTA Johnny,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898693,TRUE,BEKER Scott,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898701,TRUE,BERMUDEZ Omar,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898712,TRUE,BONNER Amy,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898728,TRUE,BURNS Blanca,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898782,TRUE,CASTILLO Luis,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898799,TRUE,CHUECA Ariadna,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1898911,TRUE,CONDE Antonio,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1899120,TRUE,SUTHERLAND Jamie,Male,Jury Member,J,NZL,New Zealand,New Zealand,['Sailing'],
1899125,TRUE,TANAKA Masaaki,Male,Jury Member,J,JPN,Japan,Japan,['Sailing'],
1899135,TRUE,WILMINK E V den BURGER Pauline,Female,Jury Member,J,NED,Netherlands,Netherlands,['Sailing'],
1906878,TRUE,SMAK Wouter,Male,Judge,J,UCI,UCI,Union Cycliste Internationale,['Cycling BMX Freestyle'],
1916068,TRUE,MORARD Tristan,Male,Referee,J,SUI,Switzerland,Switzerland,['Wrestling'],
1916391,TRUE,VILLET Charles,Male,Referee,J,RSA,South Africa,South Africa,['Wrestling'],
1916453,TRUE,BARGAILA Deividas,Male,Referee,J,LTU,Lithuania,Lithuania,['Wrestling'],
1916503,TRUE,VEYRAT Emmanuel,Male,Referee,J,FRA,France,France,['Wrestling'],
1916629,TRUE,BOUAZIZ Youssef,Male,Referee,J,TUN,Tunisia,Tunisia,['Wrestling'],
1916804,TRUE,MENKOVAS Kirilas,Male,Referee,J,LTU,Lithuania,Lithuania,['Wrestling'],
1916826,TRUE,NEDELJKOVIC Leonardo,Male,Referee,J,SRB,Serbia,Serbia,['Wrestling'],
1916838,TRUE,BORJANOVIC Borislav,Male,Referee,J,SRB,Serbia,Serbia,['Wrestling'],
1920697,TRUE,CHIASSON Marcia,Female,Referee,J,CAN,Canada,Canada,['Wrestling'],
1920703,TRUE,KOUTSOPODIOTIS Demetra,Female,Referee,J,CAN,Canada,Canada,['Wrestling'],
1920739,TRUE,SUN Jian,Male,Referee,J,CHN,China,People's Republic of China,['Wrestling'],
1920745,TRUE,OCIC Zvonko,Male,Referee,J,CRO,Croatia,Croatia,['Wrestling'],
1921064,TRUE,SCHEINER Vaclav,Male,Referee,J,CZE,Czechia,Czechia,['Wrestling'],
1921117,TRUE,HIETALA Joonas,Male,Referee,J,FIN,Finland,Finland,['Wrestling'],
1921173,TRUE,TRAN Melanie,Female,Referee,J,FRA,France,France,['Wrestling'],
1922135,TRUE,JIBLADZE Zaza,Male,Referee,J,GEO,Georgia,Georgia,['Wrestling'],
1922182,TRUE,SCHERER Ramona,Female,Referee,J,GER,Germany,Germany,['Wrestling'],
1922183,TRUE,DAHRA Amel,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922369,TRUE,DAVIDSON Yann,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922392,TRUE,SCHMITT Karl Peter,Male,Referee,J,GER,Germany,Germany,['Wrestling'],
1922396,TRUE,FERNANDEZ Juan,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922427,TRUE,GEORGIOU Pavlina,Female,Referee,J,GRE,Greece,Greece,['Wrestling'],
1922432,TRUE,FORSBERG Maj,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922550,TRUE,GYORGYI Viola,Female,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922553,TRUE,LIAKOS Christos,Male,Referee,J,GRE,Greece,Greece,['Wrestling'],
1922569,TRUE,KALLIO Matthew,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922570,TRUE,SLEISZ Gabriella,Female,Referee,J,HUN,Hungary,Hungary,['Wrestling'],
1922591,TRUE,KATO Takaki,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922614,TRUE,KOZLOVSKIS Martins,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1922689,TRUE,KREJIC Boris,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1923016,TRUE,LEE Jiwoo,Female,Referee,J,KOR,Korea,Republic of Korea,['Wrestling'],
1927242,TRUE,WARWICK Richard Jaydes,Male,Referee,J,WT,World Taekwondo,World Taekwondo,['Taekwondo'],
1928960,TRUE,LISZKA Wojciech,Male,Referee,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1929700,TRUE,TOOLEY Jim,Male,Jury Member,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1929719,TRUE,BRENSCHEIDT Wolfgang,Male,Jury Member,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1929775,TRUE,BARTLETT Michael,Male,Jury Member,J,FIBA,FIBA,International Basketball Federation,['Basketball'],
1932965,TRUE,CAMACHO IBARRA Juan Arturo,Male,Referee,J,MEX,Mexico,Mexico,['Wrestling'],
1933080,TRUE,ABDOELAEV Edmar,Male,Referee,J,NED,Netherlands,Netherlands,['Wrestling'],
1933098,TRUE,HAMMER Thomas,Male,Referee,J,NOR,Norway,Norway,['Wrestling'],
1933258,TRUE,GALVA LEBRON Rafael Abraham,Male,Referee,J,PUR,Puerto Rico,Puerto Rico,['Wrestling'],
1933271,TRUE,CIMPOERU Marius,Male,Referee,J,ROU,Romania,Romania,['Wrestling'],
1933310,TRUE,TORBICA Nikola,Male,Referee,J,SRB,Serbia,Serbia,['Wrestling'],
1933349,TRUE,SJOSTROM Linn,Female,Referee,J,SWE,Sweden,Sweden,['Wrestling'],
1933383,TRUE,SHADGAN Babak,Male,Referee,J,CAN,Canada,Canada,['Wrestling'],
1933394,TRUE,GARCIA Carlos,Male,Referee,J,ESP,Spain,Spain,['Wrestling'],
1933402,TRUE,SILVESTRI Antonio,Male,Referee,J,GER,Germany,Germany,['Wrestling'],
1933411,TRUE,KOIKE Kuninori,Male,Referee,J,JPN,Japan,Japan,['Wrestling'],
1934331,TRUE,KARAS Martin,Male,Judge,J,CZE,Czechia,Czechia,['Skateboarding'],
1934350,TRUE,IWAKATA Rieko,Female,Judge,J,JPN,Japan,Japan,['Skateboarding'],
1934369,TRUE,SANCHEZ Natalia,Female,Judge,J,WSK,World Skate,World Skate,['Skateboarding'],
1934479,TRUE,PICCOLO Ilaria,Female,Judge,J,WSK,World Skate,World Skate,['Skateboarding'],
1934504,TRUE,SCHRODER Laura,Female,Judge,J,GER,Germany,Germany,['Skateboarding'],
1937668,TRUE,KONSTANTINOU Loukas,Male,Referee,J,GRE,Greece,Greece,['Wrestling'],
